time,price,deltaCategory,volume
15:10:42,2820.25,3,3
15:10:42,2820.50,5,2
15:10:42,2820.25,1,1
15:10:42,2820.50,5,1
15:10:42,2820.25,1,1
15:10:47,2820.50,3,27
15:10:47,2820.25,1,3
15:10:47,2820.00,1,17
15:10:49,2820.50,3,5
15:10:49,2820.25,1,3
15:10:50,2820.50,5,6
15:10:50,2820.75,4,60
15:10:51,2821.00,4,13
15:10:54,2820.75,1,9
15:10:54,2820.50,2,8
15:11:01,2820.25,3,18
15:11:05,2820.50,5,15
15:11:05,2820.75,4,10
15:11:05,2821.00,5,1
15:11:10,2820.75,3,18
15:11:14,2821.00,5,5
15:11:14,2821.25,5,2
15:11:15,2821.00,2,6
15:11:16,2821.25,5,3
15:11:17,2821.00,1,1
15:11:18,2821.25,5,2
15:11:22,2821.00,1,1
15:11:26,2821.25,4,20
15:11:27,2821.00,1,9
15:11:30,2821.25,3,6
15:11:32,2821.00,1,10
15:11:35,2821.25,5,5
15:11:37,2821.00,1,10
15:11:37,2821.25,5,1
15:11:56,2821.00,2,13
15:11:56,2820.75,2,14
15:12:03,2820.50,2,19
15:12:06,2820.75,5,3
15:12:08,2820.50,1,2
15:12:12,2820.75,4,7
15:12:12,2821.00,5,42
15:12:13,2821.25,5,1
15:12:22,2821.00,3,8
15:12:45,2820.75,2,30
15:12:47,2821.00,5,3
15:12:50,2821.25,5,7
15:12:52,2821.00,1,1
15:12:53,2821.25,5,32
15:12:53,2821.50,5,100
15:12:54,2821.25,1,1
15:13:00,2821.50,3,29
15:13:05,2821.25,1,7
15:13:06,2821.50,4,8
15:13:12,2821.25,1,3
15:13:19,2821.50,5,1
15:13:21,2821.25,1,1
15:13:28,2821.50,4,26
15:13:30,2821.75,5,4
15:13:30,2822.00,5,4
15:13:30,2821.75,5,1
15:13:30,2822.00,5,2
15:13:33,2821.75,3,8
15:13:37,2822.00,4,38
15:13:38,2822.25,4,9
15:13:39,2822.50,5,9
15:13:39,2822.25,1,10
15:13:41,2822.00,3,22
15:13:42,2821.75,2,5
15:13:47,2821.50,2,7
15:13:52,2821.25,1,11
15:13:57,2821.00,2,11
15:13:58,2820.75,1,3
15:14:01,2821.00,5,7
15:14:01,2821.25,5,1
15:14:03,2821.00,3,9
15:14:23,2820.75,1,17
15:14:32,2821.00,4,6
15:14:34,2821.25,5,5
15:14:39,2821.50,5,2
15:14:42,2821.25,2,8
15:14:45,2821.00,1,12
15:14:45,2820.75,1,8
15:14:46,2821.00,5,2
15:14:49,2821.25,5,1
15:14:50,2820.75,1,1
15:14:50,2821.00,5,1
15:14:50,2820.75,1,14
15:15:00,2821.00,4,14
15:15:00,2821.25,5,1
15:15:02,2821.00,4,22
15:15:05,2821.25,5,5
15:15:07,2821.00,1,5
15:15:07,2820.75,1,16
15:15:10,2821.00,5,1
15:15:11,2820.75,3,13
15:15:20,2821.00,5,8
15:15:20,2821.25,5,1
15:15:22,2821.00,2,6
15:15:23,2820.75,1,6
15:15:23,2821.00,4,6
15:15:23,2821.25,5,4
15:15:24,2821.00,1,3
15:15:25,2820.75,1,3
15:15:25,2820.50,1,4
15:15:28,2820.75,5,5
15:15:32,2820.50,2,14
15:15:34,2820.25,2,3
15:15:36,2820.50,4,7
15:15:44,2820.25,1,8
15:15:44,2820.50,5,1
15:15:44,2820.25,3,5
15:15:44,2820.00,1,1
15:15:44,2820.25,5,1
15:15:47,2820.50,5,8
15:15:52,2820.75,5,1
15:16:00,2820.50,1,4
15:16:21,2820.25,3,38
15:16:28,2820.00,1,7
15:16:43,2820.25,2,18
15:16:44,2820.00,1,1
15:16:47,2820.25,5,12
15:16:47,2820.50,5,14
15:16:47,2820.75,5,21
15:16:47,2821.00,5,24
15:16:47,2820.75,4,4
15:16:47,2821.00,5,8
15:16:47,2821.25,4,8
15:16:47,2821.50,4,10
15:16:47,2821.75,5,8
15:16:50,2821.50,2,4
15:16:50,2821.75,5,1
15:17:02,2821.50,3,11
15:17:07,2821.25,2,18
15:17:14,2821.50,5,33
15:17:14,2821.75,5,8
15:17:17,2822.00,5,2
15:17:18,2821.75,1,1
15:17:19,2822.00,5,22
15:17:19,2821.75,1,3
15:17:23,2822.00,5,9
15:17:23,2821.75,1,6
15:17:26,2821.50,2,8
15:17:30,2821.25,1,1
15:17:30,2821.50,5,1
15:17:36,2821.25,1,6
15:17:38,2821.50,5,1
15:17:49,2821.25,1,5
15:17:52,2821.00,2,8
15:18:04,2820.75,2,12
15:18:06,2820.50,2,8
15:18:08,2820.25,1,3
15:18:09,2820.50,5,1
15:18:10,2820.25,1,1
15:18:11,2820.50,5,1
15:18:11,2820.25,1,1
15:18:11,2820.50,5,4
15:18:21,2820.75,4,12
15:18:22,2821.00,5,1
15:18:31,2820.75,3,10
15:18:40,2820.50,1,13
15:18:41,2820.75,4,11
15:18:44,2821.00,5,2
15:18:48,2820.75,1,1
15:18:58,2821.00,5,9
15:19:11,2821.25,5,8
15:19:13,2821.00,1,3
15:19:14,2821.25,5,4
15:19:22,2821.00,3,5
15:19:28,2821.25,5,2
15:19:29,2821.00,1,6
15:19:30,2820.75,1,5
15:19:36,2821.00,3,5
15:19:43,2821.25,4,8
15:19:43,2821.00,1,6
15:19:53,2821.25,5,1
15:20:00,2821.00,1,57
15:20:00,2821.25,5,2
15:20:10,2821.00,1,8
15:20:10,2820.75,1,22
15:20:10,2820.50,2,3
15:20:10,2820.25,1,7
15:20:11,2820.50,5,2
15:20:16,2820.25,4,8
15:20:20,2820.00,1,10
15:20:20,2819.75,2,23
15:20:20,2819.50,1,5
15:20:20,2819.75,5,5
15:20:21,2819.50,1,12
15:20:21,2819.25,1,9
15:20:21,2819.00,1,6
15:20:21,2819.25,5,2
15:20:21,2819.50,5,1
15:20:22,2819.25,5,1
